1.000000	1.500000
1.000000e-020
25000	6
0.000000	0.000000	-46.051702	0.481028	-46.051702	0.000000	
0.000040	0.000000	-46.049860	0.481028	-46.049860	0.000000	
0.000080	0.000000	-46.048018	0.481028	-46.048018	0.000000	
0.000120	0.000000	-46.046175	0.481028	-46.046175	0.000000	
0.000160	0.000000	-46.044333	0.481028	-46.044333	0.000000	
0.000200	0.000000	-46.042491	0.481028	-46.042491	0.000000	
0.000240	0.000000	-46.040649	0.481028	-46.040649	0.000000	
0.000280	0.000000	-46.038807	0.481028	-46.038807	0.000000	
0.000320	0.000000	-46.036965	0.481028	-46.036965	0.000000	
0.000360	0.000000	-46.035123	0.481028	-46.035123	0.000000	
0.000400	0.000000	-46.033280	0.481028	-46.033280	0.000000	
0.000440	0.000000	-46.031438	0.481028	-46.031438	0.000000	
0.000480	0.000000	-46.029596	0.481028	-46.029596	0.000000	
0.000520	0.000000	-46.027754	0.481028	-46.027754	0.000000	
0.000560	0.000000	-46.025912	0.481028	-46.025912	0.000000	
0.000600	0.000000	-46.024070	0.481028	-46.024070	0.000000	
0.000640	0.000000	-46.022228	0.481028	-46.022228	0.000000	
0.000680	0.000000	-46.020385	0.481028	-46.020385	0.000000	
0.000720	0.000000	-46.018543	0.481028	-46.018543	0.000000	
0.000760	0.000000	-46.016701	0.481028	-46.016701	0.000000	
0.000800	0.000000	-46.014859	0.481028	-46.014859	0.000000	
0.000840	0.000000	-46.013017	0.481028	-46.013017	0.000000	
0.000880	0.000000	-46.011175	0.481028	-46.011175	0.000000	
0.000920	0.000000	-46.009333	0.481028	-46.009333	0.000000	
0.000960	0.000000	-46.007490	0.481028	-46.007490	0.000000	
0.001000	0.000000	-46.005648	0.481028	-46.005648	0.000000	
0.001040	0.000000	-46.003806	0.481028	-46.003806	0.000000	
0.001080	0.000000	-46.001964	0.481028	-46.001964	0.000000	
0.001120	0.000000	-46.000122	0.481028	-46.000122	0.000000	
0.001160	0.000000	-45.998280	0.481028	-45.998280	0.000000	
0.001200	0.000000	-45.996438	0.481028	-45.996438	0.000000	
0.001240	0.000000	-45.994595	0.481028	-45.994595	0.000000	
0.001280	0.000000	-45.992753	0.481028	-45.992753	0.000000	
0.001320	0.000000	-45.990911	0.481028	-45.990911	0.000000	
0.001360	0.000000	-45.989069	0.481028	-45.989069	0.000000	
0.001400	0.000000	-45.987227	0.481028	-45.987227	0.000000	
0.001440	0.000000	-45.985385	0.481028	-45.985385	0.000000	
0.001480	0.000000	-45.983543	0.481028	-45.983543	0.000000	
0.001520	0.000000	-45.981700	0.481028	-45.981700	0.000000	
0.001560	0.000000	-45.979858	0.481028	-45.979858	0.000000	
0.001600	0.000000	-45.978016	0.481028	-45.978016	0.000000	
0.001640	0.000000	-45.976174	0.481028	-45.976174	0.000000	
0.001680	0.000000	-45.974332	0.481028	-45.974332	0.000000	
0.001720	0.000000	-45.972490	0.481028	-45.972490	0.000000	
0.001760	0.000000	-45.970648	0.481028	-45.970648	0.000000	
0.001800	0.000000	-45.968805	0.481028	-45.968805	0.000000	
0.001840	0.000000	-45.966963	0.481028	-45.966963	0.000000	
0.001880	0.000000	-45.965121	0.481028	-45.965121	0.000000	
0.001920	0.000000	-45.963279	0.481028	-45.963279	0.000000	
0.001960	0.000000	-45.961437	0.481028	-45.961437	0.000000	
0.002000	0.000000	-45.959595	0.481028	-45.959595	0.000000	
0.002040	0.000000	-45.957753	0.481028	-45.957753	0.000000	
0.002080	0.000000	-45.955910	0.481028	-45.955910	0.000000	
0.002120	0.000000	-45.954068	0.481028	-45.954068	0.000000	
0.002160	0.000000	-45.952226	0.481028	-45.952226	0.000000	
0.002200	0.000000	-45.950384	0.481028	-45.950384	0.000000	
0.002240	0.000000	-45.948542	0.481028	-45.948542	0.000000	
0.002280	0.000000	-45.946700	0.481028	-45.946700	0.000000	
0.002320	0.000000	-45.944858	0.481028	-45.944858	0.000000	
0.002360	0.000000	-45.943015	0.481028	-45.943015	0.000000	
0.002400	0.000000	-45.941173	0.481028	-45.941173	0.000000	
0.002440	0.000000	-45.939331	0.481028	-45.939331	0.000000	
0.002480	0.000000	-45.937489	0.481028	-45.937489	0.000000	
0.002520	0.000000	-45.935647	0.481028	-45.935647	0.000000	
0.002560	0.000000	-45.933805	0.481028	-45.933805	0.000000	
0.002600	0.000000	-45.931963	0.481028	-45.931963	0.000000	
0.002640	0.000000	-45.930121	0.481028	-45.930121	0.000000	
0.002680	0.000000	-45.928278	0.481028	-45.928278	0.000000	
0.002720	0.000000	-45.926436	0.481028	-45.926436	0.000000	
0.002760	0.000000	-45.924594	0.481028	-45.924594	0.000000	
0.002800	0.000000	-45.922752	0.481028	-45.922752	0.000000	
0.002840	0.000000	-45.920910	0.481028	-45.920910	0.000000	
0.002880	0.000000	-45.919068	0.481028	-45.919068	0.000000	
0.002920	0.000000	-45.917226	0.481028	-45.917226	0.000000	
